Company,Address,Mailing City,State,Zip Code,Last Name,First Name,Phone Number Combined,Primary SIC Code Description,Location Sales Volume Range,SIC Code 1 ,SIC Code Description 1,Lead Status
State Farm Insurance,7301 N Fm 620 # 135,Austin,TX,78726,Jones Johnson,Karen,(512) 335-0051,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,8101 Cameron Rd # 102,Austin,TX,78754,Howard,Dale,(512) 339-7222,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,8400 Brodie Ln # 104,Austin,TX,78745,Davis,Timothy,(512) 282-4312,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,8400 Brodie Ln # 104,Austin,TX,78745,,,(512) 282-4312,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance,8405 Burnet Rd,Austin,TX,78757,Landers,Ryan,(512) 454-4536,Insurance,$1-2.5 Million,6411-12,Insurance,
State Farm Insurance,9222 W Parmer Ln # C,Austin,TX,78717,Goss,Linday Kay,(512) 345-4801,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,9232 Scenic Bluff Dr,Austin,TX,78733,Vinklarke,Steve,(512) 263-6086,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance,9508 Jollyville Rd # 100,Austin,TX,78759,Anderson,Bill,(512) 346-0884,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance,,San Antonio,TX,78209,,,(210) 824-0360,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance,,San Antonio,TX,78209,Cantara,Rick,(210) 824-0360,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,10103 W Loop 1604 N # 102,San Antonio,TX,78254,Moore,Kellie,(210) 688-7707,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,10103 W Loop 1604 N # 102,San Antonio,TX,78254,Moore,Kellie,(210) 688-7707,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance,10130 San Pedro Ave # 103,San Antonio,TX,78216,Meyer,Allan,(210) 349-1317,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,105 Renner Dr,San Antonio,TX,78201,Patino,Rodolfo A,(210) 732-9219,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,11825 West Ave # 101,San Antonio,TX,78216,Caminita,Doug,(210) 342-2366,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,12011 Huebner Rd # 120,San Antonio,TX,78230,Leal,Javier C,(210) 699-1616,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,12151 J Mltbgr Rd # 121,San Antonio,TX,78247,Zamarripa,Raul,(210) 545-2601,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,1313 NE Loop 410 # 200,San Antonio,TX,78209,Mochel,Bill,(210) 967-6800,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,13213 NW Military Hwy,San Antonio,TX,78231,Canales,Adolfo R,(210) 492-5515,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,13216 Huebner Rd # 1,San Antonio,TX,78230,Whyle,Daniel,(210) 493-3300,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,13511 Nacogdoches Rd,San Antonio,TX,78217,Burris,Tony,(210) 656-4081,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,13909 Nacogdoches Rd # 103,San Antonio,TX,78217,Owens,Cherie,(210) 656-4082,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,1583 Thousand Oaks Dr # 121,San Antonio,TX,78232,Leffingwell,Hal,(210) 496-9904,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance,1603 Babcock Rd # 183,San Antonio,TX,78229,Arias,Issie,(210) 308-0705,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,1603 Babcock Rd # 183,San Antonio,TX,78229,Arias,Isidoro,(210) 308-0705,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,1603 S Ww White Rd # 601,San Antonio,TX,78220,Aragon,J G,(210) 333-0470,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance,16252 San Pedro Ave,San Antonio,TX,78232,Blake,Karen,(210) 496-5818,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,16252 San Pedro Ave,San Antonio,TX,78232,Blake,Karen,(210) 496-5818,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,16350 Blanco Rd # 115,San Antonio,TX,78232,Ellis,Jeff,(210) 641-7711,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance,1775 Encino Rio # 105,San Antonio,TX,78259,Schara,Rivers,(210) 496-9533,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,1840 S Gen Mcmulln Dr # 111,San Antonio,TX,78226,Rosenkranz,Trent M,(210) 433-9000,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,19190 Stone Oak Pkwy # 112,San Antonio,TX,78258,Turner,Arlene,(210) 496-3276,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,2000 SE Loop 410 # 127,San Antonio,TX,78220,Brown,Tim,(210) 333-0470,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,2000 SE Loop 410 # 127,San Antonio,TX,78220,Brown,Tim,(210) 333-0470,Insurance,$2.5-5 Million,6411-12,Insurance,
State Farm Insurance,2002 NW Military Hwy # 2,San Antonio,TX,78213,,,(210) 340-0215,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,2002 NW Military Hwy # 2,San Antonio,TX,78213,Kaye,Darrell R,(210) 340-0215,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,20818 Gathering Oak # 104,San Antonio,TX,78260,Haskell,Shannon,(210) 494-0009,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,2160 Jackson Keller Rd,San Antonio,TX,78213,Meza Jr,Joe,(210) 342-4688,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,2160 Jackson Keller Rd,San Antonio,TX,78213,Meza Jr,Joe,(210) 342-4688,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance,21790 Bulverde Rd # 101,San Antonio,TX,78259,Lucas,Timothy E,(210) 494-6700,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,2514 E Southcross Blvd # A,San Antonio,TX,78223,Kennedy,Larry,(210) 532-5200,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,2602 N Loop 1604 W # 108,San Antonio,TX,78248,,,(210) 479-2539,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance,2606 Tpc Pkwy # 107,San Antonio,TX,78259,Jablonski,Mary Ellen,(210) 829-1778,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,2815 N Loop 1604 E # 109,San Antonio,TX,78232,Martensen,Jim,(210) 656-3020,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,3227 SW Military Dr # 103,San Antonio,TX,78211,Lopez Petre,Norma,(210) 928-3276,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,3227 SW Military Dr # 103,San Antonio,TX,78211,Lopez,Petre N,(210) 928-3276,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,3322 Wurzbach Rd,San Antonio,TX,78238,Mcdonald,Mike,(210) 681-1915,Insurance,$1-2.5 Million,6411-12,Insurance,
State Farm Insurance,3904 Fredericksburg Rd # 101,San Antonio,TX,78201,Moreno Jr,Mauricio L,(210) 785-2825,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,4079 N Loop 1604 W # 101,San Antonio,TX,78257,Ponton,Joel,(210) 349-1144,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,4126 Callaghan Rd,San Antonio,TX,78228,Garza,Elva A,(210) 432-6429,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance,4126 Callaghan Rd,San Antonio,TX,78228,Garza,Elva A,(210) 432-6429,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,420 Jackson Keller Rd # 6,San Antonio,TX,78216,Ybarra,Diana,(210) 366-0086,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,420 Jackson Keller Rd # 6,San Antonio,TX,78216,Ybarra,Diana,(210) 366-0086,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,430 W Loop 1604 N # 112,San Antonio,TX,78251,Sorensen,Kristin E,(210) 682-1200,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,PO Box 837,Adkins,TX,78101,Mora,Gerard,(210) 533-0427,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance,4400 Fredericksburg Rd # 116,San Antonio,TX,78201,,,(210) 257-6631,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance,4416 Ramsgate St # 101,San Antonio,TX,78230,Corral,Luis,(210) 696-6324,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,4438 Culebra Rd # 4,San Antonio,TX,78228,Longoria,Sam,(210) 433-3264,Insurance,$1-2.5 Million,6411-12,Insurance,
State Farm Insurance,4438 Culebra Rd # 4,San Antonio,TX,78228,Longoria,Sam,(210) 433-3264,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,4536 Thousand Oaks Dr # 101,San Antonio,TX,78233,Polk,Kristie,(210) 654-3959,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance,5002 Eisenhauer Rd # 106,San Antonio,TX,78218,,,(210) 656-4200,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance,5002 Eisenhauer Rd # 106,San Antonio,TX,78218,Davis,Deirdre,(210) 656-4200,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,5638 W Hausman Rd # 103,San Antonio,TX,78249,Mcstravic,Kevin,(210) 561-2991,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,5638 W Hausman Rd # 103,San Antonio,TX,78249,Mc Stravic,Kevin,(210) 561-2991,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance,5806 Babcock Rd,San Antonio,TX,78240,Dalton,Larry,(210) 690-1703,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,5890 DE Zavala Rd # 105,San Antonio,TX,78249,,,(210) 877-6094,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,622 Isom Rd # 101,San Antonio,TX,78216,Meyer,Allan,(210) 349-1317,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance,6502 Bandera Rd # 104,San Antonio,TX,78238,Morrow,John A,(210) 349-5480,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance,6633 S Zarzamora St,San Antonio,TX,78211,Padilla,Terry,(210) 932-3399,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance,6704 N New Braunfels Ave,San Antonio,TX,78209,,,(210) 828-3276,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance,6722 S Flores St,San Antonio,TX,78221,Pfeifer,Donna,(210) 922-8787,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,6826 N Loop 1604 E # 105,San Antonio,TX,78247,Clark,Dan,(210) 650-4464,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,6900 San Pedro Ave # 135,San Antonio,TX,78216,Benavides,Raql,(210) 824-5713,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance,6900 San Pedro Ave # 135,San Antonio,TX,78216,Benevide Iii,Raul,(210) 824-5713,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,7047 Bandera Rd,San Antonio,TX,78238,,,(210) 344-6255,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance,7047 Bandera Rd,San Antonio,TX,78238,Gueringer,Bob,(210) 341-4321,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,7633 Tezel Rd,San Antonio,TX,78250,Mehrmann,J G,(210) 248-9629,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance,803 Castroville Rd # 128,San Antonio,TX,78237,Ybarbo,Lisa,(210) 434-2711,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance,8115 Culebra Rd,San Antonio,TX,78251,Soto Blackman,Michelle,(210) 684-4080,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,825 W Bitters Rd # 105,San Antonio,TX,78216,Pitre,John,(210) 404-1813,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance,825 W Bitters Rd # 105,San Antonio,TX,78216,Pitre,John,(210) 514-1083,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,8701 Broadway St,San Antonio,TX,78217,Finger,Joe H,(210) 822-2220,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,8701 Broadway St,San Antonio,TX,78217,Finger,Joe H,(210) 822-2220,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance,8802 Marbach Rd # 100,San Antonio,TX,78227,Mc Broom,Tim,(210) 673-3401,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance,8948 US Highway 87 E # 1,San Antonio,TX,78263,Beauchamp,Jerry J,(210) 333-7591,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance,8948 WY 87 E # 1,San Antonio,TX,78223,Beauchamp,Jerry,(210) 333-7591,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance Co,6631 S Zarzamora St,San Antonio,TX,78211,Padilla,Terry,(210) 932-3399,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance Co Rep,1583 Thousand Oaks Dr # 121,San Antonio,TX,78232,Kaufmann,Allen,(210) 496-5616,Insurance,"Less Than $500,000",6411-12,Insurance,
State Wide Agency Network,8700 Manchaca Rd,Austin,TX,78748,Barnes,Phil,(512) 992-1976,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Wide Auto Insurance LLC,3929 W Commerce St,San Antonio,TX,78207,Torres,E,(210) 541-8662,Insurance,"Less Than $500,000",6411-12,Insurance,
Stateside Insurance Svc,3301 Bridle Path,Austin,TX,78703,Jarvis,Tim,(512) 542-9760,Insurance,"$500,000-1 Million",6411-12,Insurance,
Statewide Auto Insurance,5322 Manchaca Rd,Austin,TX,78745,Ward,Scott,(512) 445-7283,Insurance,"Less Than $500,000",6411-12,Insurance,
Statewide Insurance,2121 E Oltorf St # 17,Austin,TX,78741,Alvarenga,Jennifer,(512) 916-0099,Insurance,"Less Than $500,000",6411-12,Insurance,
"Stedman, Matthew Agt",601 NW Loop 410 # 325,San Antonio,TX,78216,Stedman,Matthew,(210) 828-2223,Insurance,"Less Than $500,000",6411-12,Insurance,
"Steen, Cade Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Steen,Cade,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Steiger Insurance Inc,1739 Citadel Plz,San Antonio,TX,78209,Gittinger,Frank,(210) 821-5080,Insurance,"Less Than $500,000",6411-12,Insurance,
Steiger Insurance Inc,1739 Citadel Plz,San Antonio,TX,78209,Wilson,Thomas,(210) 821-5080,Insurance,"Less Than $500,000",6411-12,Insurance,
Steiger Insurance Inc,1739 Citadel Plz,San Antonio,TX,78209,Glasscock,Leon,(210) 821-5080,Insurance,"Less Than $500,000",6411-12,Insurance,
Steiger Insurance Inc,1739 Citadel Plz,San Antonio,TX,78209,Steiger,Stanley,(210) 821-5080,Insurance,"Less Than $500,000",6411-12,Insurance,
Steiger Insurance Inc,1739 Citadel Plz,San Antonio,TX,78209,Glassock,Don,(210) 821-5080,Insurance,"Less Than $500,000",6411-12,Insurance,
Stephen Avery Insurance,PO Box 5535,San Antonio,TX,78201,Avery,Stephen,(210) 698-8900,Insurance,"Less Than $500,000",6411-12,Insurance,
Stephen Reese Insurance Agency,6391 DE Zavala Rd # 101,San Antonio,TX,78249,Reese,Stephen,(210) 641-4000,Insurance,"Less Than $500,000",6411-12,Insurance,
Stephens Insurance LLC,100 Congress Ave # 750,Austin,TX,78701,Phillips,Enedelia,(512) 542-3200,Insurance,"Less Than $500,000",6411-12,Insurance,
Stephens Insurance LLC,100 Congress Ave # 750,Austin,TX,78701,Ojeda,Priscilla,(512) 542-3207,Insurance,"Less Than $500,000",6411-12,Insurance,
Stephens Insurance LLC,100 Congress Ave # 750,Austin,TX,78701,Moody,Robin,(512) 743-5435,Insurance,"Less Than $500,000",6411-12,Insurance,
"Stephens, Amber Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Stephens,Amber,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Stephens, Tonielle Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Stephens,Tonielle,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Sterns Insurance,5107 Mccormick Mountain Dr,Austin,TX,78734,,,(512) 266-3443,Insurance,"Less Than $500,000",6411-12,Insurance,
Steve M Lucca Ins Agency Inc,11525 Manchaca Rd # 103,Austin,TX,78748,Lucca,Steve,(512) 282-8020,Insurance,"Less Than $500,000",6411-12,Insurance,
Steve Reese Agency,6391 DE Zavala Rd # 101,San Antonio,TX,78249,Reese,Steve,(210) 641-4000,Insurance,"$500,000-1 Million",6411-12,Insurance,
Steve Villa Insurance,8626 Tesoro Dr,San Antonio,TX,78217,Villa,Steve,(210) 832-8841,Insurance,"$500,000-1 Million",6411-12,Insurance,
Steve Vitola Insurance Agency,2023 Lockhill Selma Rd,San Antonio,TX,78213,Vitola,Steve,(210) 342-3406,Insurance,"Less Than $500,000",6411-12,Insurance,
Steve Vitola Insurance Inc,10999 W Interstate 10 # 175,San Antonio,TX,78230,Vitola,Steve,(210) 342-3406,Insurance,"$500,000-1 Million",6411-12,Insurance,
Steven Willson Agcy,4901 Broadway St # 271,San Antonio,TX,78209,Willson,Steven,(210) 680-5766,Insurance,"Less Than $500,000",6411-12,Insurance,
Stewart Title Co,PO Box 1806,Austin,TX,78701,Tyler,Nicki,(512) 472-9231,Title Companies,"$500,000-1 Million",6411-12,Insurance,
"Stewart, Barbara Agt",70 NE Loop 410 # 520,San Antonio,TX,78216,Stewart,Barbara,(210) 798-4917,Insurance,"Less Than $500,000",6411-12,Insurance,
"Stifflemire, Madeline Agt",11005 Burnet Rd # 114,Austin,TX,78758,Stifflemire,Madeline,(512) 837-4210,Insurance,"Less Than $500,000",6411-12,Insurance,
Stone Oak Underwriters LLC,11845 W Interstate 10 # 404,San Antonio,TX,78230,Ramsbacher,Thomas,(210) 807-6324,Insurance,$1-2.5 Million,6411-12,Insurance,
Storrs & Assoc,1100 NW Loop 410,San Antonio,TX,78213,,,(210) 366-8869,Insurance,"Less Than $500,000",6411-12,Insurance,
Storrs & Assoc Insurance,PO Box 17502,San Antonio,TX,78217,Storrs,Bud,(210) 824-0460,Insurance,"Less Than $500,000",6411-12,Insurance,
"Stoughton, Sarah Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Stoughton,Sarah,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Straight Talk Insurance Of TX,10707 Mourning Dove Dr,Austin,TX,78750,Dunham,Gerald,(512) 961-8398,Insurance,"Less Than $500,000",6411-12,Insurance,
"Straus, Joseph Agt",PO Box 6418,San Antonio,TX,78209,Straus,Joseph,(210) 821-6868,Insurance,"Less Than $500,000",6411-12,Insurance,
Stream Realty Partners,400 W 15th St # 1250,Austin,TX,78701,Land,Derek,(512) 481-3000,Real Estate,$1-2.5 Million,6411-12,Insurance,
Stream X Insurance Svc Inc,11675 Jollyville Rd # 101,Austin,TX,78759,Davidson,Daniel,(512) 219-9068,Insurance,$1-2.5 Million,6411-12,Insurance,
"Struski, Ryan Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Struski,Ryan,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Stueler, Keith Agt",6300 Bridge Point Pkwy # 3,Austin,TX,78730,Stueler,Keith,(512) 339-4441,Insurance,"Less Than $500,000",6411-12,Insurance,
"Suarez, Donna Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Suarez,Donna,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Sullivan, David Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Sullivan,David,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Summerlin, Krissi Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Summerlin,Krissi,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Summit Alliance Co,408 Warm Moon Cv,Austin,TX,78717,Barnett,Terry,(512) 342-7043,Insurance,"Less Than $500,000",6411-12,Insurance,
Sunrise Insurance,201 Cumberland Rd,Austin,TX,78704,,,(512) 326-9303,Insurance,"$500,000-1 Million",6411-12,Insurance,
Sunrise Insurance,8106 Brodie Ln # 104,Austin,TX,78745,,,(512) 292-0254,Insurance,"$500,000-1 Million",6411-12,Insurance,
Super Insurance,8100 N Interstate 35,Austin,TX,78753,,,(512) 363-5821,Insurance,"$500,000-1 Million",6411-12,Insurance,
Superior Access Insurance,PO Box 204389,Austin,TX,78720,Crawford,Thomas W,(512) 687-6700,Insurance,$10-20 Million,6411-12,Insurance,
Superior Insurance Satx,11103 San Pedro Ave,San Antonio,TX,78216,,,(210) 496-2246,Insurance,"$500,000-1 Million",6411-12,Insurance,
"Supik, Richard E Agt",8632 Fredericksburg Rd # 109,San Antonio,TX,78240,Supik,Richard E,(210) 699-7600,Insurance,"Less Than $500,000",6411-12,Insurance,
Suretec Insurance,9737 Great Hills Trl,Austin,TX,78759,,,(210) 798-5180,Insurance,"$500,000-1 Million",6411-12,Insurance,
"Surgers, Jean Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Surgers,Jean,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Sutton Stallworth Office,2304 Hancock Dr # 3,Austin,TX,78756,Stallworth,Cheryl,(512) 338-8999,Insurance,"Less Than $500,000",6411-12,Insurance,
"Sutton-Goodman, Sharon Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Sutton-Goodman,Sharon,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
SWBC Insurance Svc,9811 S Interstate 35 # 1,Austin,TX,78744,Reininger,Eric,(512) 438-1300,Insurance,$1-2.5 Million,6411-12,Insurance,
SWBC Insurance Svc,123 Lilac Ln,San Antonio,TX,78209,,,(210) 822-0857,Insurance,"Less Than $500,000",6411-12,Insurance,
SWBC Insurance Svc,9311 San Pedro Ave # 550,San Antonio,TX,78216,Carter,Jean,(210) 525-1242,Insurance,,6411-12,Insurance,
Sweeney Insurance Svc,8546 Broadway St # 134,San Antonio,TX,78217,Sweeney,David,(210) 656-8250,Insurance,"Less Than $500,000",6411-12,Insurance,
"Sweeney, Brian Agt",14110 Hunters Pass,Austin,TX,78734,Sweeney,Brian,(512) 266-5898,Insurance,"Less Than $500,000",6411-12,Insurance,
